"Building.Name","Property.Type","Property_Size_in_sq_ft","Bedroom","Bathroom","Amount_of_Facilities","Parking_Lot","Land.Title","Tenure.Type","Price_in_RM"
"Akasia Apartment (Puchong)","Apartment",818,3,2,5,1,"Bumi Lot","Freehold",375000
"KL Traders Square Residences","Service Residence",940,4,2,10,2,"Non Bumi Lot","Freehold",460000
"RUMAWIP SUNGAI BESI","Apartment",800,3,2,0,0,"Non Bumi Lot","Leasehold",300000
"KL Traders Square Residences","Service Residence",940,4,2,10,2,"Non Bumi Lot","Freehold",480000
"Alpine Tower","Condominium",1150,3,2,11,1,"Non Bumi Lot","Leasehold",450000
"East Bay (Seri Bayan), Masai","Apartment",1179,4,2,8,1,"Non Bumi Lot","Freehold",350000
"Sri Akasia","Apartment",1024,3,2,10,1,"Non Bumi Lot","Leasehold",315000
"Park Avenue (Tampoi Indah)","Apartment",710,3,2,1,0,"Non Bumi Lot","Leasehold",168000
"Sri Akasia","Apartment",1200,3,2,10,2,"Non Bumi Lot","Leasehold",358000
"Bayshore Condominium","Condominium",1488,3,3,12,0,"Non Bumi Lot","Leasehold",850000
"La Villas Condominium","Condominium",1000,3,2,9,1,"Non Bumi Lot","Freehold",340000
"The Elements","Service Residence",950,2,1,8,1,"Non Bumi Lot","Freehold",530000
"Siantan","Flat",1059,4,1,0,0,"Non Bumi Lot","Freehold",188000
"Sri Dahlia Apartment (Kajang)","Apartment",969,3,2,2,1,"Non Bumi Lot","Freehold",229000
"Kondominium Mutiara (Bandar Perda)","Condominium",700,3,2,7,1,"Non Bumi Lot","Freehold",245000
"Pulai Spring Resort","Apartment",434,1,1,5,0,"Non Bumi Lot","Freehold",250000
"Residensi Prihatin Putrajaya","Apartment",750,3,2,9,1,"Non Bumi Lot","Freehold",200000
"Edusentral","Service Residence",804,3,2,10,2,"Non Bumi Lot","Freehold",360000
"Ivory Residence","Condominium",1288,3,2,9,2,"Non Bumi Lot","Freehold",335000
"Tiara ParkHomes","Condominium",934,3,2,11,0,"Non Bumi Lot","Freehold",290000
"Surian Condominium","Condominium",1421,4,3,14,2,"Non Bumi Lot","Freehold",860000
"The Capers","Service Residence",1567,4,5,8,3,"Non Bumi Lot","Freehold",1000000
"Sri Ros Apartment","Apartment",854,3,2,3,1,"Bumi Lot","Freehold",180000
"Perling Apartment","Flat",500,2,1,2,0,"Non Bumi Lot","Freehold",145000
"Seri Mutiara (Putra Heights)","Apartment",650,3,2,2,1,"Bumi Lot","Freehold",160000
"Taman Sri Bayan","Flat",700,3,1,0,0,"Non Bumi Lot","Freehold",150000
"Gardenia Court (Kuching)","Apartment",1288,3,2,0,0,"Non Bumi Lot","Leasehold",310000
"Yoshi Square Commercial Centre","Apartment",660,2,1,0,0,"Non Bumi Lot","Leasehold",168000
"Medan Angsana (Farlim 2)","Flat",550,2,2,2,0,"Non Bumi Lot","Leasehold",150000
"Kesidang Apartment","Apartment",914,3,2,0,0,"Non Bumi Lot","Freehold",245000
"The Holmes","Condominium",1018,3,2,11,2,"Non Bumi Lot","Leasehold",458000
"Sri Alam","Condominium",1399,3,2,7,0,"Non Bumi Lot","Leasehold",480000
"The Senai Garden","Apartment",715,2,1,14,1,"Non Bumi Lot","Freehold",295000
"Taman Pasir Putih Fasa 3B Apartment","Apartment",600,3,2,3,0,"Bumi Lot","Leasehold",195000
"The Raffles Suites","Condominium",1068,3,2,11,2,"Non Bumi Lot","Freehold",450000
"Flat Taman Alam Megah","Apartment",580,2,1,0,1,"Bumi Lot","Leasehold",135000
"Flat Taman Alam Megah","Apartment",580,2,1,0,1,"Bumi Lot","Leasehold",185000
"Seri Atria","Apartment",835,3,2,2,0,"Bumi Lot","Leasehold",320000
"Taman Desa Ilmu","Apartment",624,2,1,0,0,"Non Bumi Lot","Leasehold",138000
"Vista Ilmu","Apartment",750,3,2,0,0,"Non Bumi Lot","Freehold",178000
"Aman Putra Apartment","Apartment",720,3,2,9,0,"Bumi Lot","Leasehold",185000
"E Garden","Condominium",750,3,2,0,0,"Non Bumi Lot","Freehold",298000
"Suria Avenue Apartment","Apartment",891,3,2,0,0,"Non Bumi Lot","Freehold",270000
"Desa Pinang 2","Apartment",680,3,2,3,0,"Non Bumi Lot","Leasehold",230000
"Flat Taman Alam Megah","Apartment",580,2,1,0,1,"Bumi Lot","Leasehold",165000
"Lavile","Service Residence",864,3,2,5,0,"Non Bumi Lot","Freehold",998000
"Sri Saujana (Georgetown)","Apartment",646,3,1,6,0,"Bumi Lot","Leasehold",240000
"Rampai Court","Apartment",600,2,1,4,2,"Non Bumi Lot","Freehold",210000
"Vista Minintod","Apartment",850,3,2,0,0,"Non Bumi Lot","Leasehold",250000
"Taman Bukit Mewah (Kajang)","Flat",540,2,1,2,0,"Non Bumi Lot","Freehold",85000
"Seri Maya","Condominium",1200,3,2,10,1,"Non Bumi Lot","Freehold",560000
"Samajaya Apartment","Apartment",632,3,2,2,0,"Non Bumi Lot","Leasehold",250000
"-","Apartment",700,3,2,0,0,"Non Bumi Lot","Leasehold",188000
"MJC Courtyard Sanctuary","Apartment",800,3,2,2,0,"Non Bumi Lot","Leasehold",275000
"Magna Ville Condominium","Condominium",1259,3,2,8,1,"Bumi Lot","Leasehold",360000
"Ampang Boulevard","Condominium",946,3,2,7,1,"Bumi Lot","Leasehold",350000
"Putra","Flat",650,3,1,0,0,"Bumi Lot","Leasehold",179000
"The Era","Service Residence",646,2,1,11,1,"Non Bumi Lot","Freehold",432000
"Akasa Cheras South","Service Residence",1155,3,2,8,0,"Non Bumi Lot","Freehold",780000
"YOU Vista @ YOU City Cheras","Service Residence",847,2,2,9,2,"Non Bumi Lot","Freehold",460000
"Danga View Apartment","Apartment",2124,4,5,8,2,"Non Bumi Lot","Freehold",520000
"Raintree Residence","Service Residence",926,3,2,9,2,"Non Bumi Lot","Freehold",456000
"Mutiara Court (Penang)","Apartment",960,3,2,3,1,"Non Bumi Lot","Freehold",500000
"Laksamana Jaya","Apartment",656,3,2,0,0,"Bumi Lot","Leasehold",155000
"Idaman Sutera","Condominium",845,3,2,10,1,"Non Bumi Lot","Freehold",260000
"Starhill Luxury Residences","Condominium",1283,3,2,9,1,"Non Bumi Lot","Freehold",750000
"Sri Intan 1","Condominium",904,3,2,6,1,"Non Bumi Lot","Freehold",270000
"Admiral Residences","Apartment",1069,3,2,0,2,"Non Bumi Lot","Leasehold",360000
"Forest Hill (Kuching)","Apartment",1160,3,2,7,0,"Non Bumi Lot","Leasehold",580000
"Pangsapuri Jati Selatan","Apartment",860,3,2,3,1,"Non Bumi Lot","Leasehold",308000
"SuriaMas Suites (Johor Bahru)","Service Residence",850,3,2,3,0,"Non Bumi Lot","Leasehold",340000
"Casa Suria","Condominium",1433,4,3,8,2,"Non Bumi Lot","Freehold",350000
"Mahkota Residence Apartment","Apartment",1222,3,2,4,2,"Non Bumi Lot","Freehold",415000
"Genting Court Condominium","Condominium",802,3,2,1,2,"Non Bumi Lot","Leasehold",210000
"East Lake Residence","Condominium",1093,3,2,8,1,"Non Bumi Lot","Leasehold",360000
"Taman Pinggiran Batu Caves Flat","Flat",590,3,1,0,0,"Non Bumi Lot","Leasehold",238000
"Apartment Saujana Gombak","Apartment",678,2,1,5,0,"Bumi Lot","Leasehold",165000
"Delima Apartment","Apartment",735,3,2,1,0,"Non Bumi Lot","Leasehold",235000
"Pangsapuri Teratai (Anggerik Perdana)","Apartment",650,3,2,3,0,"Bumi Lot","Leasehold",140000
"Bandar Sunway Semenyih","Flat",650,3,2,7,0,"Bumi Lot","Freehold",140000
"P' Residence Kuching","Condominium",1116,3,2,8,1,"Non Bumi Lot","Leasehold",450000
"P' Residence Kuching","Condominium",1190,3,2,0,2,"Non Bumi Lot","Leasehold",460000
"Tabuan Stutong Apartment","Apartment",1680,4,2,2,0,"Non Bumi Lot","Freehold",430000
"Eco Bloom @ Eco Meadows","Condominium",802,2,2,10,0,"Non Bumi Lot","Freehold",410000
"Flora Damansara","Condominium",850,3,2,5,1,"Non Bumi Lot","Leasehold",245000
"Palm Garden @ Pearl City","Apartment",1076,3,2,6,0,"Non Bumi Lot","Freehold",380000
"The Roxy","Apartment",735,2,2,0,1,"Non Bumi Lot","Leasehold",400000
"Liberty Grove","Apartment",1257,4,3,7,2,"Non Bumi Lot","Leasehold",600000
"Cemara Apartment (Kajang Utama)","Apartment",950,3,2,8,1,"Non Bumi Lot","Freehold",260000
"Green Heights Condominiums","Condominium",1399,3,2,3,0,"Non Bumi Lot","Freehold",480000
"D'Cassia Apartment","Apartment",850,3,2,14,2,"Non Bumi Lot","Freehold",230000
"Plaza Medan Putra","Service Residence",818,2,2,8,1,"Non Bumi Lot","Freehold",290000
"Luminari","Service Residence",940,2,2,10,1,"Non Bumi Lot","Freehold",500000
"Intana Ria","Apartment",844,4,2,5,1,"Bumi Lot","Leasehold",229000
"Casa Ria (Cheras)","Condominium",1100,3,2,8,1,"Non Bumi Lot","Leasehold",310000
"-","Condominium",1223,3,2,8,1,"Non Bumi Lot","Leasehold",670000
"Pangsapuri Orkid (Bukit Serdang)","Apartment",750,3,2,2,1,"Non Bumi Lot","Leasehold",200000
"Ashton Tower","Condominium",870,3,2,6,1,"Non Bumi Lot","Leasehold",480000
"Cheras Perdana Ria Apartment","Apartment",1106,3,2,4,1,"Bumi Lot","Freehold",320000
"Magna Ville Condominium","Condominium",926,3,2,11,1,"Bumi Lot","Leasehold",320000
"Royalle Condominium","Condominium",1184,3,2,9,2,"Non Bumi Lot","Leasehold",658000
"Ketumbar Heights","Condominium",755,3,2,5,1,"Bumi Lot","Freehold",250000
"Residensi Anggerik Wira","Condominium",1052,3,2,9,2,"Bumi Lot","Freehold",370000
"Platinum Lake PV10","Condominium",1272,4,2,11,1,"Non Bumi Lot","Leasehold",490000
"Mentari Court","Apartment",770,3,2,0,0,"Non Bumi Lot","Leasehold",260000
"Juta Mines","Condominium",901,3,2,7,1,"Non Bumi Lot","Leasehold",229999
"The Roxy","Apartment",735,2,2,0,1,"Non Bumi Lot","Leasehold",400000
"Liberty Grove","Apartment",1257,4,3,7,2,"Non Bumi Lot","Leasehold",600000
"Cemara Apartment (Kajang Utama)","Apartment",950,3,2,8,1,"Non Bumi Lot","Freehold",260000
"Green Heights Condominiums","Condominium",1399,3,2,3,0,"Non Bumi Lot","Freehold",480000
"D'Cassia Apartment","Apartment",850,3,2,14,2,"Non Bumi Lot","Freehold",230000
"Plaza Medan Putra","Service Residence",818,2,2,8,1,"Non Bumi Lot","Freehold",290000
"Luminari","Service Residence",940,2,2,10,1,"Non Bumi Lot","Freehold",500000
"Intana Ria","Apartment",844,4,2,5,1,"Bumi Lot","Leasehold",229000
"Casa Ria (Cheras)","Condominium",1100,3,2,8,1,"Non Bumi Lot","Leasehold",310000
"-","Condominium",1223,3,2,8,1,"Non Bumi Lot","Leasehold",670000
"Pangsapuri Orkid (Bukit Serdang)","Apartment",750,3,2,2,1,"Non Bumi Lot","Leasehold",200000
"Ashton Tower","Condominium",870,3,2,6,1,"Non Bumi Lot","Leasehold",480000
"Cheras Perdana Ria Apartment","Apartment",1106,3,2,4,1,"Bumi Lot","Freehold",320000
"Magna Ville Condominium","Condominium",926,3,2,11,1,"Bumi Lot","Leasehold",320000
"Royalle Condominium","Condominium",1184,3,2,9,2,"Non Bumi Lot","Leasehold",658000
"Ketumbar Heights","Condominium",755,3,2,5,1,"Bumi Lot","Freehold",250000
"Residensi Anggerik Wira","Condominium",1052,3,2,9,2,"Bumi Lot","Freehold",370000
"Platinum Lake PV10","Condominium",1272,4,2,11,1,"Non Bumi Lot","Leasehold",490000
"Mentari Court","Apartment",770,3,2,0,0,"Non Bumi Lot","Leasehold",260000
"Juta Mines","Condominium",901,3,2,7,1,"Non Bumi Lot","Leasehold",229999
"Tembikai Court","Flat",615,2,2,0,0,"Non Bumi Lot","Freehold",182000
"Pine Residence","Condominium",1642,4,3,10,2,"Non Bumi Lot","Freehold",630000
"Jay Series","Condominium",800,3,2,6,1,"Non Bumi Lot","Freehold",390000
"Juta Mines","Condominium",901,3,2,13,1,"Non Bumi Lot","Leasehold",230000
"PangsaRia","Apartment",850,3,2,12,1,"Non Bumi Lot","Leasehold",220000
"Seasons Amara Larkin","Service Residence",685,1,1,7,0,"Non Bumi Lot","Leasehold",290000
"Razak City Residences","Service Residence",800,2,2,13,1,"Non Bumi Lot","Freehold",398000
"Symphony Park (Jelutong)","Condominium",720,3,2,12,2,"Non Bumi Lot","Freehold",499000
"Pangsapuri Arista","Apartment",650,3,1,0,0,"Non Bumi Lot","Freehold",155000
"City Of Dreams Penang","Service Residence",1185,3,2,0,0,"Non Bumi Lot","Freehold",1500000
"Pangsapuri Putra Damai","Flat",850,3,2,3,1,"Bumi Lot","Freehold",270000
"PR1ma Residensi Rumpun Bahagia Melaka","Apartment",1150,3,2,3,0,"Non Bumi Lot","Leasehold",480000
"ppr desa tun razak","Apartment",650,2,1,0,0,"Bumi Lot","Leasehold",200000
"Tiara Mutiara","Condominium",852,3,2,11,1,"Non Bumi Lot","Freehold",498000
"Senai Garden Apartment","Apartment",715,1,1,12,1,"Non Bumi Lot","Freehold",308000
"The Senai Garden","Apartment",715,1,1,14,0,"Non Bumi Lot","Freehold",308000
"Flat Danau Kota","Apartment",700,3,1,0,1,"Bumi Lot","Leasehold",180000
"Amber Court Apartment","Apartment",650,1,1,6,1,"Non Bumi Lot","Freehold",200000
"Bandar Baru Selayang Fasa 2A","Flat",550,2,1,3,1,"Non Bumi Lot","Freehold",175000
"Pangsapuri Sri Delima","Apartment",750,3,2,0,0,"Bumi Lot","Freehold",125000
"Taman Kosas Shop Apartment","Apartment",1588,4,2,0,0,"Bumi Lot","Leasehold",228000
"Village Grove Condominium","Condominium",1600,3,2,0,0,"Non Bumi Lot","Leasehold",530000
"City Of Dreams Penang","Service Residence",1185,3,2,0,0,"Non Bumi Lot","Freehold",1420000
"Senai Garden Apartment","Apartment",715,1,1,12,0,"Non Bumi Lot","Freehold",308000
"Mutiara Indah","Apartment",700,3,2,2,0,"Non Bumi Lot","Freehold",290000
"Mediterranean Apartment","Apartment",849,3,2,14,0,"Bumi Lot","Freehold",238000
"Sri Samudera Seaview Residence Suites","Apartment",1097,3,2,0,1,"Non Bumi Lot","Freehold",490000
"Conezion Residences","Service Residence",1251,3,3,11,2,"Non Bumi Lot","Freehold",788000
"Bukit Dumbar Permai","Condominium",2306,5,5,5,2,"Non Bumi Lot","Freehold",1000000
"Lily & Jasmine","Apartment",1001,3,2,0,0,"Non Bumi Lot","Leasehold",210000
"Rumbia Residence @ Ari Permaisuri","Condominium",990,3,2,7,0,"Non Bumi Lot","Leasehold",560000
"Ceria Residence","Condominium",1900,4,3,6,2,"Bumi Lot","Freehold",670000
"Centro View","Condominium",1200,3,2,3,1,"Non Bumi Lot","Freehold",380000
"Astana Lumayan","Service Residence",1207,3,2,8,2,"Bumi Lot","Leasehold",530000
"Bandar Baru Uda (Johor Bahru)","Flat",600,2,1,14,0,"Non Bumi Lot","Leasehold",130000
"Elaeis 1","Condominium",903,3,2,7,1,"Bumi Lot","Freehold",360000
"Tropicana Bay Residences @ PWC","Condominium",1020,3,2,14,1,"Non Bumi Lot","Freehold",738000
"Kipark","Apartment",850,3,2,4,1,"Bumi Lot","Leasehold",330000
"Pangsapuri Intan (Ampang)","Flat",646,3,2,0,0,"Non Bumi Lot","Leasehold",160000
"Seri Permai Apartment","Apartment",820,3,2,3,1,"Non Bumi Lot","Freehold",180000
"Armanee","Condominium",1645,4,3,13,2,"Bumi Lot","Leasehold",525000
"Park Avenue (Tampoi Indah)","Apartment",710,3,2,3,0,"Bumi Lot","Leasehold",206000
"Harmoni Apartment","Apartment",650,3,2,10,1,"Bumi Lot","Leasehold",98000
"Arc @ Austin Hills","Service Residence",850,3,2,13,2,"Non Bumi Lot","Freehold",350000
"Puncak Saujana","Apartment",1055,3,2,6,0,"Non Bumi Lot","Freehold",270000
"Casa Impian","Apartment",700,3,2,4,1,"Non Bumi Lot","Freehold",420000
"Sri Saujana (Georgetown)","Apartment",580,3,2,4,0,"Non Bumi Lot","Leasehold",200000
"Mutiara Fadason","Apartment",800,3,2,0,0,"Non Bumi Lot","Leasehold",178000
"Casa Impian","Apartment",700,3,2,4,1,"Non Bumi Lot","Freehold",360000
"Diamond Regency","Condominium",660,1,1,10,1,"Non Bumi Lot","Freehold",299000
"Menara D'Sara","Condominium",920,3,2,0,1,"Non Bumi Lot","Freehold",495000
"Genting Court Condominium","Condominium",812,3,2,1,1,"Non Bumi Lot","Leasehold",215000
"Tasik Mewah Condominium","Condominium",1100,3,2,0,1,"Non Bumi Lot","Freehold",270000
"3 Residence","Condominium",845,3,2,2,2,"Non Bumi Lot","Leasehold",700000
"Sri Impian Apartment (Larkin Perdana)","Apartment",936,3,2,4,0,"Bumi Lot","Leasehold",246000
"Hulubalang Shop Apartment","Apartment",750,3,1,0,0,"Non Bumi Lot","Freehold",75000
"Palma Apartment (Bandar Country Homes)","Apartment",645,3,2,0,0,"Non Bumi Lot","Freehold",97000
"Anggerik Apartment (Taman Bunga Raya)","Apartment",700,3,2,0,0,"Non Bumi Lot","Leasehold",115000
"Templer Impian","Condominium",1849,4,3,6,2,"Non Bumi Lot","Leasehold",500000
"Taman Sri Hijau","Apartment",720,3,1,0,0,"Non Bumi Lot","Freehold",69000
"Apartment Seri Seroja","Flat",650,3,1,0,0,"Non Bumi Lot","Freehold",63000
"Rumah Pangsa Seri Ros","Flat",581,3,1,0,0,"Bumi Lot","Freehold",65000
"Desa Delima","Apartment",700,3,2,0,1,"Non Bumi Lot","Leasehold",285000
"Puncak Terubong","Apartment",650,3,2,3,1,"Non Bumi Lot","Freehold",260000
"Pangsapuri Akasia (Bandar Botanic)","Apartment",750,3,2,6,1,"Non Bumi Lot","Freehold",220000
"J.Satine","Service Residence",800,3,2,9,1,"Non Bumi Lot","Leasehold",300000
"Symphony Tower","Service Residence",951,3,2,10,0,"Non Bumi Lot","Freehold",420000
"Residensi Adelia","Condominium",1087,3,3,10,2,"Non Bumi Lot","Freehold",310000
"Putrajaya » Putrajaya","Condominium",900,3,2,14,2,"Bumi Lot","Freehold",450000
"I-Santorini","Condominium",850,3,2,0,2,"Non Bumi Lot","Leasehold",515000
"I-Santorini","Condominium",850,3,2,0,2,"Non Bumi Lot","Leasehold",600000
"Majestic Maxim","Service Residence",668,2,2,11,1,"Non Bumi Lot","Leasehold",379888
"Sri Cempaka (Puchong)","Apartment",745,3,2,4,1,"Non Bumi Lot","Freehold",300000
"Skyridge Garden @ Tanjung Tokong","Condominium",1450,3,3,10,2,"Non Bumi Lot","Freehold",740000
"Muze @ PICC","Condominium",1098,3,2,1,2,"Non Bumi Lot","Freehold",850000
"Rumah Pangsa Impian","Flat",650,3,2,0,0,"Bumi Lot","Leasehold",129000
"I-Santorini","Condominium",850,3,2,0,0,"Non Bumi Lot","Leasehold",530000
"Sri Akasia","Apartment",1028,3,2,2,0,"Non Bumi Lot","Leasehold",305000
"Bayu Puteri 3","Apartment",914,3,2,8,1,"Non Bumi Lot","Leasehold",288000
"Birchwood Court","Apartment",783,3,2,4,1,"Bumi Lot","Leasehold",170000
"Kemuning Aman","Apartment",736,3,2,0,0,"Non Bumi Lot","Freehold",280000
"The Hub SS2","Condominium",969,2,2,0,2,"Non Bumi Lot","Freehold",980000
"The Gardens (Penampang)","Condominium",848,3,2,10,2,"Non Bumi Lot","Leasehold",480000
"Glen View Villa","Condominium",1141,3,2,9,1,"Non Bumi Lot","Leasehold",298000
"Putra Suria Residence","Condominium",748,3,2,6,1,"Bumi Lot","Leasehold",300000
"Angkupuri","Condominium",1550,3,2,11,1,"Non Bumi Lot","Freehold",738000
"Pangsapuri Pendamar A (Klang)","Apartment",657,3,2,0,9,"Non Bumi Lot","Freehold",155000
"Simfoni @ Eco Majestic","Apartment",750,3,2,4,1,"Non Bumi Lot","Freehold",230000
"Mesahill","Service Residence",720,2,2,10,0,"Non Bumi Lot","Freehold",410000
"Asia Heights","Condominium",835,3,2,8,1,"Non Bumi Lot","Freehold",380000
"Seri Puri","Condominium",1148,3,2,10,1,"Non Bumi Lot","Freehold",390000
"SD Apartment II","Apartment",760,3,2,2,0,"Non Bumi Lot","Freehold",300000
"Sentul Point Suite Apartment","Apartment",1001,3,2,8,2,"Non Bumi Lot","Freehold",550000
"Taman Mutiara (Bebuloh)","Flat",864,4,2,0,1,"Non Bumi Lot","Leasehold",170000
"Vista Pinggiran","Apartment",815,3,2,7,2,"Non Bumi Lot","Leasehold",265000
"Pangsapuri Taman Bukit Rawang Putra","Apartment",868,3,2,4,1,"Bumi Lot","Freehold",199000
"Daya View Apartment","Apartment",963,3,2,0,0,"Non Bumi Lot","Freehold",240000
"Medan Angsana (Farlim 2)","Flat",550,2,1,0,0,"Non Bumi Lot","Leasehold",150000
"Kingfisher Series Condominium","Condominium",800,3,2,7,1,"Non Bumi Lot","Freehold",350000
"Kingfisher Series Condominium","Condominium",800,3,2,5,1,"Non Bumi Lot","Freehold",380000
"Pangsapuri Pendamar A (Klang)","Apartment",657,3,2,0,9,"Non Bumi Lot","Freehold",155000
"Simfoni @ Eco Majestic","Apartment",750,3,2,4,1,"Non Bumi Lot","Freehold",230000
"Mesahill","Service Residence",720,2,2,10,0,"Non Bumi Lot","Freehold",410000
"Asia Heights","Condominium",835,3,2,8,1,"Non Bumi Lot","Freehold",380000
"Seri Puri","Condominium",1148,3,2,10,1,"Non Bumi Lot","Freehold",390000
"SD Apartment II","Apartment",760,3,2,2,0,"Non Bumi Lot","Freehold",300000
"Sentul Point Suite Apartment","Apartment",1001,3,2,8,2,"Non Bumi Lot","Freehold",550000
"Taman Mutiara (Bebuloh)","Flat",864,4,2,0,1,"Non Bumi Lot","Leasehold",170000
"Vista Pinggiran","Apartment",815,3,2,7,2,"Non Bumi Lot","Leasehold",265000
"Pangsapuri Taman Bukit Rawang Putra","Apartment",868,3,2,4,1,"Bumi Lot","Freehold",199000
"Daya View Apartment","Apartment",963,3,2,0,0,"Non Bumi Lot","Freehold",240000
"Medan Angsana (Farlim 2)","Flat",550,2,1,0,0,"Non Bumi Lot","Leasehold",150000
"Kingfisher Series Condominium","Condominium",800,3,2,7,1,"Non Bumi Lot","Freehold",350000
"Kingfisher Series Condominium","Condominium",800,3,2,5,1,"Non Bumi Lot","Freehold",380000
"Kingfisher Series Condominium","Condominium",800,3,2,6,1,"Non Bumi Lot","Freehold",368000
"The Light Linear @ The Light Waterfront","Condominium",1766,3,3,0,2,"Non Bumi Lot","Freehold",1300000
"Pangsapuri Seri Mengkuang","Apartment",800,3,2,2,0,"Non Bumi Lot","Leasehold",128000
"Menara Greenview","Condominium",1060,3,2,8,1,"Non Bumi Lot","Freehold",450000
"River Park","Condominium",860,2,2,9,2,"Non Bumi Lot","Leasehold",568000
"Duta Park Residences","Service Residence",1600,4,3,8,2,"Non Bumi Lot","Leasehold",920000
"Duta Park Residences","Service Residence",990,3,2,8,2,"Non Bumi Lot","Leasehold",578000
"Single Storey Terrace House Taman Sri Kijang","Townhouse Condo",1151,3,2,0,2,"Non Bumi Lot","Freehold",330000
"Desa Tanjung (Puchong)","Apartment",871,3,2,5,1,"Non Bumi Lot","Freehold",388000
"Desa Tanjung (Puchong)","Apartment",850,3,2,5,1,"Non Bumi Lot","Freehold",300000
"Molek Pine 2","Condominium",1195,2,2,6,1,"Non Bumi Lot","Freehold",490000
"I Residence @ Kota Damansara","Service Residence",1000,3,2,0,2,"Non Bumi Lot","Leasehold",590000
"Tasik Heights Apartment","Apartment",854,3,2,3,1,"Non Bumi Lot","Leasehold",288888
"Mutiara Place","Condominium",1200,3,2,1,2,"Non Bumi Lot","Freehold",580000
"Greenfield Residence (Kota Kinabalu)","Condominium",866,3,2,0,0,"Bumi Lot","Leasehold",380000
"Taman Hui Aun","Apartment",830,3,2,0,2,"Non Bumi Lot","Freehold",390000
"Pine Residence","Condominium",1642,3,3,9,2,"Non Bumi Lot","Freehold",680000
"Desa Permata Ruby Block 17","Apartment",700,3,2,2,1,"Non Bumi Lot","Freehold",270000
"Riana Green East","Condominium",6000,5,5,10,3,"Non Bumi Lot","Leasehold",1680000
"Bayu Villa","Apartment",1100,3,2,7,0,"Non Bumi Lot","Freehold",350000
"Wellesley Residences @ Harbour Place","Condominium",650,1,1,6,1,"Non Bumi Lot","Freehold",288888
"Putra Villa","Condominium",1080,3,2,0,1,"Non Bumi Lot","Freehold",395000
